product_name,description,base_price,category,product_sku,variant_color,variant_storage,price_modifier,variant_sku,quantity,low_stock_threshold
Dell Networking Device 11,Dell Networking Device 11 high-quality modern networking device with advanced features.,390.82,Networking Devices,SKU-0838,Gold,1TB,15,SKU-0838-GOL-1TB,29,18
Apple Tablet 31,Apple Tablet 31 high-quality modern tablet with advanced features.,142.26,Tablets,SKU-0839,Blue,1TB,15,SKU-0839-BLU-1TB,90,13
Lenovo Headphone 9,Lenovo Headphone 9 high-quality modern headphone with advanced features.,510.96,Headphones,SKU-0840,White,512GB,5,SKU-0840-WHI-512,53,17
Canon Networking Device 12,Canon Networking Device 12 high-quality modern networking device with advanced features.,907.31,Networking Devices,SKU-0841,Red,512GB,20,SKU-0841-RED-512,94,15
Xiaomi Smartphone 44,Xiaomi Smartphone 44 high-quality modern smartphone with advanced features.,1993.84,Smartphones,SKU-0842,Silver,128GB,5,SKU-0842-SIL-128,21,9
Xiaomi Gaming Console 16,Xiaomi Gaming Console 16 high-quality modern gaming console with advanced features.,125.32,Gaming Consoles,SKU-0843,Green,128GB,0,SKU-0843-GRE-128,64,9
LG Headphone 26,LG Headphone 26 high-quality modern headphone with advanced features.,1224.16,Headphones,SKU-0844,White,128GB,10,SKU-0844-WHI-128,64,7
Samsung Gaming Console 28,Samsung Gaming Console 28 high-quality modern gaming console with advanced features.,1554.49,Gaming Consoles,SKU-0845,Silver,128GB,20,SKU-0845-SIL-128,51,10
Apple Home Appliance 6,Apple Home Appliance 6 high-quality modern home appliance with advanced features.,1107.47,Home Appliances,SKU-0846,White,1TB,25,SKU-0846-WHI-1TB,53,18
Apple Camera 6,Apple Camera 6 high-quality modern camera with advanced features.,139.55,Cameras,SKU-0847,White,256GB,5,SKU-0847-WHI-256,42,18
Xiaomi Home Appliance 31,Xiaomi Home Appliance 31 high-quality modern home appliance with advanced features.,644.72,Home Appliances,SKU-0848,White,512GB,5,SKU-0848-WHI-512,50,12
Apple Monitor 33,Apple Monitor 33 high-quality modern monitor with advanced features.,664.92,Monitors,SKU-0849,Gold,256GB,10,SKU-0849-GOL-256,59,6
Lenovo Tablet 1,Lenovo Tablet 1 high-quality modern tablet with advanced features.,1272.51,Tablets,SKU-0850,Green,32GB,10,SKU-0850-GRE-32,22,10
Vivo Headphone 24,Vivo Headphone 24 high-quality modern headphone with advanced features.,1734.29,Headphones,SKU-0851,Blue,1TB,15,SKU-0851-BLU-1TB,37,20
Canon Monitor 12,Canon Monitor 12 high-quality modern monitor with advanced features.,1747.49,Monitors,SKU-0852,Silver,512GB,5,SKU-0852-SIL-512,16,11
LG Monitor 42,LG Monitor 42 high-quality modern monitor with advanced features.,792.24,Monitors,SKU-0853,Blue,512GB,15,SKU-0853-BLU-512,44,13
Sony Home Appliance 2,Sony Home Appliance 2 high-quality modern home appliance with advanced features.,1989.56,Home Appliances,SKU-0854,White,256GB,10,SKU-0854-WHI-256,51,20
Nikon Smartphone 26,Nikon Smartphone 26 high-quality modern smartphone with advanced features.,468.62,Smartphones,SKU-0855,Green,128GB,20,SKU-0855-GRE-128,18,20
HP Networking Device 2,HP Networking Device 2 high-quality modern networking device with advanced features.,1008.93,Networking Devices,SKU-0856,Blue,64GB,5,SKU-0856-BLU-64,59,5
Samsung Laptop 47,Samsung Laptop 47 high-quality modern laptop with advanced features.,375.62,Laptops,SKU-0857,Blue,512GB,10,SKU-0857-BLU-512,65,18
Dell Smartwatche 26,Dell Smartwatche 26 high-quality modern smartwatche with advanced features.,1465.51,Smartwatches,SKU-0858,White,512GB,25,SKU-0858-WHI-512,85,19
Asus Laptop 2,Asus Laptop 2 high-quality modern laptop with advanced features.,695.22,Laptops,SKU-0859,Red,32GB,25,SKU-0859-RED-32,12,20
Dell Gaming Console 16,Dell Gaming Console 16 high-quality modern gaming console with advanced features.,691.33,Gaming Consoles,SKU-0860,Red,1TB,0,SKU-0860-RED-1TB,37,5
Asus Monitor 20,Asus Monitor 20 high-quality modern monitor with advanced features.,1007.3,Monitors,SKU-0861,Silver,1TB,20,SKU-0861-SIL-1TB,13,9
HP Smartwatche 7,HP Smartwatche 7 high-quality modern smartwatche with advanced features.,1077.36,Smartwatches,SKU-0862,Black,1TB,20,SKU-0862-BLA-1TB,29,7
Dell Smartwatche 13,Dell Smartwatche 13 high-quality modern smartwatche with advanced features.,1796.41,Smartwatches,SKU-0863,Green,64GB,0,SKU-0863-GRE-64,11,13
Xiaomi Networking Device 39,Xiaomi Networking Device 39 high-quality modern networking device with advanced features.,894.18,Networking Devices,SKU-0864,Black,1TB,10,SKU-0864-BLA-1TB,82,14
Nikon Networking Device 11,Nikon Networking Device 11 high-quality modern networking device with advanced features.,283.47,Networking Devices,SKU-0865,Blue,256GB,15,SKU-0865-BLU-256,90,7
LG Gaming Console 1,LG Gaming Console 1 high-quality modern gaming console with advanced features.,1027.48,Gaming Consoles,SKU-0866,Blue,256GB,15,SKU-0866-BLU-256,17,14
Dell Networking Device 42,Dell Networking Device 42 high-quality modern networking device with advanced features.,279.7,Networking Devices,SKU-0867,Silver,64GB,10,SKU-0867-SIL-64,79,6
Nikon Home Appliance 18,Nikon Home Appliance 18 high-quality modern home appliance with advanced features.,1984.77,Home Appliances,SKU-0868,Silver,128GB,5,SKU-0868-SIL-128,71,13
Nikon Headphone 7,Nikon Headphone 7 high-quality modern headphone with advanced features.,1569.87,Headphones,SKU-0869,Silver,512GB,20,SKU-0869-SIL-512,98,12
Samsung Camera 5,Samsung Camera 5 high-quality modern camera with advanced features.,416.84,Cameras,SKU-0870,Red,128GB,15,SKU-0870-RED-128,71,10
Sony Gaming Console 44,Sony Gaming Console 44 high-quality modern gaming console with advanced features.,584.3,Gaming Consoles,SKU-0871,Gold,128GB,15,SKU-0871-GOL-128,45,12
LG Smartphone 20,LG Smartphone 20 high-quality modern smartphone with advanced features.,392.24,Smartphones,SKU-0872,Blue,256GB,10,SKU-0872-BLU-256,52,17
Canon Smartwatche 36,Canon Smartwatche 36 high-quality modern smartwatche with advanced features.,262.88,Smartwatches,SKU-0873,Silver,256GB,20,SKU-0873-SIL-256,27,19
Xiaomi Networking Device 31,Xiaomi Networking Device 31 high-quality modern networking device with advanced features.,1145.97,Networking Devices,SKU-0874,Gold,256GB,25,SKU-0874-GOL-256,5,10
Dell Smartwatche 19,Dell Smartwatche 19 high-quality modern smartwatche with advanced features.,1504.53,Smartwatches,SKU-0875,Blue,512GB,10,SKU-0875-BLU-512,33,5
Nikon Gaming Console 18,Nikon Gaming Console 18 high-quality modern gaming console with advanced features.,1774.92,Gaming Consoles,SKU-0876,Silver,128GB,0,SKU-0876-SIL-128,38,5
Vivo Smartphone 41,Vivo Smartphone 41 high-quality modern smartphone with advanced features.,1321.48,Smartphones,SKU-0877,Silver,512GB,0,SKU-0877-SIL-512,54,16
HP Headphone 24,HP Headphone 24 high-quality modern headphone with advanced features.,1116.1,Headphones,SKU-0878,Silver,32GB,15,SKU-0878-SIL-32,57,9
Apple Monitor 2,Apple Monitor 2 high-quality modern monitor with advanced features.,159.4,Monitors,SKU-0879,Silver,128GB,5,SKU-0879-SIL-128,57,12
Oppo Headphone 9,Oppo Headphone 9 high-quality modern headphone with advanced features.,792.32,Headphones,SKU-0880,Black,1TB,10,SKU-0880-BLA-1TB,30,15
LG Gaming Console 25,LG Gaming Console 25 high-quality modern gaming console with advanced features.,1533.19,Gaming Consoles,SKU-0881,Green,128GB,25,SKU-0881-GRE-128,42,12
Vivo Networking Device 28,Vivo Networking Device 28 high-quality modern networking device with advanced features.,220.71,Networking Devices,SKU-0882,Black,32GB,5,SKU-0882-BLA-32,28,8
Dell Monitor 36,Dell Monitor 36 high-quality modern monitor with advanced features.,216.83,Monitors,SKU-0883,Black,128GB,0,SKU-0883-BLA-128,64,7
Sony Smartphone 40,Sony Smartphone 40 high-quality modern smartphone with advanced features.,1925.32,Smartphones,SKU-0884,White,32GB,5,SKU-0884-WHI-32,18,11
Sony Gaming Console 35,Sony Gaming Console 35 high-quality modern gaming console with advanced features.,1721.34,Gaming Consoles,SKU-0885,Gold,64GB,10,SKU-0885-GOL-64,76,11
Vivo Headphone 13,Vivo Headphone 13 high-quality modern headphone with advanced features.,568.71,Headphones,SKU-0886,Green,512GB,10,SKU-0886-GRE-512,86,11
Lenovo Headphone 5,Lenovo Headphone 5 high-quality modern headphone with advanced features.,1484.4,Headphones,SKU-0887,Blue,32GB,20,SKU-0887-BLU-32,44,11
Dell Camera 23,Dell Camera 23 high-quality modern camera with advanced features.,1925.28,Cameras,SKU-0888,Green,256GB,20,SKU-0888-GRE-256,36,15
Apple Headphone 39,Apple Headphone 39 high-quality modern headphone with advanced features.,332.75,Headphones,SKU-0889,Green,256GB,10,SKU-0889-GRE-256,82,8
Sony Networking Device 50,Sony Networking Device 50 high-quality modern networking device with advanced features.,1399.51,Networking Devices,SKU-0890,White,512GB,5,SKU-0890-WHI-512,83,18
Apple Laptop 4,Apple Laptop 4 high-quality modern laptop with advanced features.,974.78,Laptops,SKU-0891,Gold,128GB,20,SKU-0891-GOL-128,42,11
Lenovo Camera 28,Lenovo Camera 28 high-quality modern camera with advanced features.,176.22,Cameras,SKU-0892,Black,1TB,15,SKU-0892-BLA-1TB,15,18
LG Home Appliance 34,LG Home Appliance 34 high-quality modern home appliance with advanced features.,924.29,Home Appliances,SKU-0893,White,64GB,5,SKU-0893-WHI-64,46,20
Asus Smartphone 11,Asus Smartphone 11 high-quality modern smartphone with advanced features.,1163.78,Smartphones,SKU-0894,Silver,64GB,20,SKU-0894-SIL-64,11,20
Lenovo Laptop 22,Lenovo Laptop 22 high-quality modern laptop with advanced features.,394.99,Laptops,SKU-0895,Blue,64GB,20,SKU-0895-BLU-64,60,8
Nikon Camera 14,Nikon Camera 14 high-quality modern camera with advanced features.,560.43,Cameras,SKU-0896,Gold,128GB,5,SKU-0896-GOL-128,60,19
Oppo Camera 45,Oppo Camera 45 high-quality modern camera with advanced features.,786.2,Cameras,SKU-0897,Black,512GB,15,SKU-0897-BLA-512,56,10
Vivo Headphone 2,Vivo Headphone 2 high-quality modern headphone with advanced features.,788.42,Headphones,SKU-0898,White,1TB,15,SKU-0898-WHI-1TB,18,6
LG Home Appliance 4,LG Home Appliance 4 high-quality modern home appliance with advanced features.,496.09,Home Appliances,SKU-0899,Red,64GB,0,SKU-0899-RED-64,39,10
Canon Smartphone 14,Canon Smartphone 14 high-quality modern smartphone with advanced features.,1035.67,Smartphones,SKU-0900,Green,128GB,20,SKU-0900-GRE-128,57,8
Xiaomi Smartphone 1,Xiaomi Smartphone 1 high-quality modern smartphone with advanced features.,1459.89,Smartphones,SKU-0901,Blue,256GB,5,SKU-0901-BLU-256,50,14
Samsung Home Appliance 42,Samsung Home Appliance 42 high-quality modern home appliance with advanced features.,312.94,Home Appliances,SKU-0902,Red,1TB,15,SKU-0902-RED-1TB,68,19
HP Home Appliance 21,HP Home Appliance 21 high-quality modern home appliance with advanced features.,1224.44,Home Appliances,SKU-0903,Gold,128GB,15,SKU-0903-GOL-128,37,8
Canon Gaming Console 18,Canon Gaming Console 18 high-quality modern gaming console with advanced features.,199.86,Gaming Consoles,SKU-0904,Red,128GB,25,SKU-0904-RED-128,87,17
HP Camera 38,HP Camera 38 high-quality modern camera with advanced features.,712.16,Cameras,SKU-0905,Black,64GB,20,SKU-0905-BLA-64,7,11
Asus Laptop 35,Asus Laptop 35 high-quality modern laptop with advanced features.,1174.62,Laptops,SKU-0906,Gold,128GB,0,SKU-0906-GOL-128,21,16
Apple Tablet 4,Apple Tablet 4 high-quality modern tablet with advanced features.,201.32,Tablets,SKU-0907,Silver,32GB,10,SKU-0907-SIL-32,81,15
Xiaomi Smartphone 39,Xiaomi Smartphone 39 high-quality modern smartphone with advanced features.,1892.35,Smartphones,SKU-0908,Green,256GB,5,SKU-0908-GRE-256,100,10
Asus Monitor 11,Asus Monitor 11 high-quality modern monitor with advanced features.,1543.5,Monitors,SKU-0909,Gold,32GB,25,SKU-0909-GOL-32,57,16
Lenovo Headphone 18,Lenovo Headphone 18 high-quality modern headphone with advanced features.,250.79,Headphones,SKU-0910,Silver,64GB,25,SKU-0910-SIL-64,31,9
Asus Networking Device 48,Asus Networking Device 48 high-quality modern networking device with advanced features.,783.4,Networking Devices,SKU-0911,Gold,256GB,20,SKU-0911-GOL-256,89,15
LG Gaming Console 33,LG Gaming Console 33 high-quality modern gaming console with advanced features.,863.26,Gaming Consoles,SKU-0912,Green,32GB,10,SKU-0912-GRE-32,61,5
LG Tablet 13,LG Tablet 13 high-quality modern tablet with advanced features.,1636.3,Tablets,SKU-0913,Gold,32GB,20,SKU-0913-GOL-32,89,15
Asus Gaming Console 46,Asus Gaming Console 46 high-quality modern gaming console with advanced features.,440.23,Gaming Consoles,SKU-0914,Green,256GB,0,SKU-0914-GRE-256,10,10
Oppo Tablet 34,Oppo Tablet 34 high-quality modern tablet with advanced features.,1370.82,Tablets,SKU-0915,Green,256GB,15,SKU-0915-GRE-256,56,11
Lenovo Tablet 39,Lenovo Tablet 39 high-quality modern tablet with advanced features.,1111.97,Tablets,SKU-0916,Silver,1TB,10,SKU-0916-SIL-1TB,55,12
Oppo Home Appliance 36,Oppo Home Appliance 36 high-quality modern home appliance with advanced features.,1784.26,Home Appliances,SKU-0917,Black,128GB,10,SKU-0917-BLA-128,41,14
Lenovo Laptop 27,Lenovo Laptop 27 high-quality modern laptop with advanced features.,1493.14,Laptops,SKU-0918,Red,64GB,10,SKU-0918-RED-64,52,18
Samsung Laptop 37,Samsung Laptop 37 high-quality modern laptop with advanced features.,1915.72,Laptops,SKU-0919,Green,64GB,20,SKU-0919-GRE-64,6,10
Oppo Headphone 21,Oppo Headphone 21 high-quality modern headphone with advanced features.,1875.92,Headphones,SKU-0920,Blue,64GB,25,SKU-0920-BLU-64,5,6
Canon Smartwatche 22,Canon Smartwatche 22 high-quality modern smartwatche with advanced features.,1996.77,Smartwatches,SKU-0921,Black,128GB,0,SKU-0921-BLA-128,73,15
Nikon Tablet 45,Nikon Tablet 45 high-quality modern tablet with advanced features.,613.94,Tablets,SKU-0922,Gold,512GB,0,SKU-0922-GOL-512,45,15
Asus Tablet 31,Asus Tablet 31 high-quality modern tablet with advanced features.,134.76,Tablets,SKU-0923,Green,1TB,25,SKU-0923-GRE-1TB,10,13
Canon Monitor 46,Canon Monitor 46 high-quality modern monitor with advanced features.,1632.96,Monitors,SKU-0924,Blue,128GB,20,SKU-0924-BLU-128,58,10
Oppo Monitor 34,Oppo Monitor 34 high-quality modern monitor with advanced features.,1007.71,Monitors,SKU-0925,Blue,256GB,15,SKU-0925-BLU-256,43,13
Sony Gaming Console 31,Sony Gaming Console 31 high-quality modern gaming console with advanced features.,122.28,Gaming Consoles,SKU-0926,Black,128GB,5,SKU-0926-BLA-128,77,20
Xiaomi Smartphone 12,Xiaomi Smartphone 12 high-quality modern smartphone with advanced features.,1405.57,Smartphones,SKU-0927,Black,1TB,25,SKU-0927-BLA-1TB,43,14
Canon Home Appliance 42,Canon Home Appliance 42 high-quality modern home appliance with advanced features.,1668.81,Home Appliances,SKU-0928,Red,128GB,20,SKU-0928-RED-128,32,19
LG Smartphone 15,LG Smartphone 15 high-quality modern smartphone with advanced features.,1128.07,Smartphones,SKU-0929,Black,32GB,20,SKU-0929-BLA-32,55,11
Lenovo Smartphone 39,Lenovo Smartphone 39 high-quality modern smartphone with advanced features.,265.83,Smartphones,SKU-0930,Gold,32GB,15,SKU-0930-GOL-32,98,5
LG Laptop 4,LG Laptop 4 high-quality modern laptop with advanced features.,1025.07,Laptops,SKU-0931,Black,128GB,10,SKU-0931-BLA-128,89,7
Samsung Home Appliance 37,Samsung Home Appliance 37 high-quality modern home appliance with advanced features.,402,Home Appliances,SKU-0932,Red,64GB,25,SKU-0932-RED-64,93,13
Samsung Laptop 28,Samsung Laptop 28 high-quality modern laptop with advanced features.,1025.68,Laptops,SKU-0933,Gold,128GB,10,SKU-0933-GOL-128,14,13
Xiaomi Headphone 46,Xiaomi Headphone 46 high-quality modern headphone with advanced features.,1442.77,Headphones,SKU-0934,Black,32GB,15,SKU-0934-BLA-32,5,12
Oppo Gaming Console 18,Oppo Gaming Console 18 high-quality modern gaming console with advanced features.,1794.45,Gaming Consoles,SKU-0935,Green,256GB,25,SKU-0935-GRE-256,63,8
Apple Smartphone 39,Apple Smartphone 39 high-quality modern smartphone with advanced features.,1555.92,Smartphones,SKU-0936,Green,32GB,20,SKU-0936-GRE-32,64,7
Lenovo Networking Device 42,Lenovo Networking Device 42 high-quality modern networking device with advanced features.,1939.39,Networking Devices,SKU-0937,Black,1TB,10,SKU-0937-BLA-1TB,39,17
Oppo Monitor 17,Oppo Monitor 17 high-quality modern monitor with advanced features.,743.49,Monitors,SKU-0938,Red,128GB,15,SKU-0938-RED-128,22,12
Sony Headphone 46,Sony Headphone 46 high-quality modern headphone with advanced features.,279.59,Headphones,SKU-0939,Silver,128GB,10,SKU-0939-SIL-128,36,17
Asus Home Appliance 36,Asus Home Appliance 36 high-quality modern home appliance with advanced features.,527.98,Home Appliances,SKU-0940,Black,64GB,10,SKU-0940-BLA-64,72,12
LG Laptop 28,LG Laptop 28 high-quality modern laptop with advanced features.,1456.03,Laptops,SKU-0941,Green,32GB,0,SKU-0941-GRE-32,40,14
LG Smartwatche 40,LG Smartwatche 40 high-quality modern smartwatche with advanced features.,573.46,Smartwatches,SKU-0942,Red,512GB,25,SKU-0942-RED-512,26,5
Apple Smartwatche 7,Apple Smartwatche 7 high-quality modern smartwatche with advanced features.,1258.76,Smartwatches,SKU-0943,Red,256GB,25,SKU-0943-RED-256,22,6
HP Headphone 25,HP Headphone 25 high-quality modern headphone with advanced features.,223.34,Headphones,SKU-0944,White,256GB,10,SKU-0944-WHI-256,36,18
LG Networking Device 30,LG Networking Device 30 high-quality modern networking device with advanced features.,1365.76,Networking Devices,SKU-0945,White,64GB,20,SKU-0945-WHI-64,25,5
Samsung Headphone 37,Samsung Headphone 37 high-quality modern headphone with advanced features.,1097.11,Headphones,SKU-0946,Black,128GB,0,SKU-0946-BLA-128,41,12
LG Tablet 48,LG Tablet 48 high-quality modern tablet with advanced features.,1405.15,Tablets,SKU-0947,White,256GB,10,SKU-0947-WHI-256,69,5
Asus Gaming Console 46,Asus Gaming Console 46 high-quality modern gaming console with advanced features.,356.92,Gaming Consoles,SKU-0948,Red,64GB,25,SKU-0948-RED-64,8,17
Oppo Monitor 22,Oppo Monitor 22 high-quality modern monitor with advanced features.,893.84,Monitors,SKU-0949,Gold,256GB,25,SKU-0949-GOL-256,34,10
Sony Gaming Console 1,Sony Gaming Console 1 high-quality modern gaming console with advanced features.,635.06,Gaming Consoles,SKU-0950,Blue,1TB,0,SKU-0950-BLU-1TB,89,9
Oppo Monitor 42,Oppo Monitor 42 high-quality modern monitor with advanced features.,917.31,Monitors,SKU-0951,Silver,32GB,20,SKU-0951-SIL-32,27,16
Asus Networking Device 9,Asus Networking Device 9 high-quality modern networking device with advanced features.,820.19,Networking Devices,SKU-0952,Black,64GB,0,SKU-0952-BLA-64,85,17
Canon Smartphone 27,Canon Smartphone 27 high-quality modern smartphone with advanced features.,1122.39,Smartphones,SKU-0953,Blue,256GB,20,SKU-0953-BLU-256,88,19
Dell Camera 40,Dell Camera 40 high-quality modern camera with advanced features.,1613.74,Cameras,SKU-0954,White,512GB,5,SKU-0954-WHI-512,60,12
Asus Home Appliance 47,Asus Home Appliance 47 high-quality modern home appliance with advanced features.,925.28,Home Appliances,SKU-0955,Gold,32GB,5,SKU-0955-GOL-32,10,10
Vivo Camera 22,Vivo Camera 22 high-quality modern camera with advanced features.,1781.03,Cameras,SKU-0956,White,512GB,10,SKU-0956-WHI-512,12,6
Dell Smartphone 26,Dell Smartphone 26 high-quality modern smartphone with advanced features.,823.39,Smartphones,SKU-0957,Red,64GB,25,SKU-0957-RED-64,91,18
Samsung Camera 15,Samsung Camera 15 high-quality modern camera with advanced features.,868.41,Cameras,SKU-0958,Green,32GB,20,SKU-0958-GRE-32,8,13
Samsung Laptop 34,Samsung Laptop 34 high-quality modern laptop with advanced features.,1301.21,Laptops,SKU-0959,Red,256GB,15,SKU-0959-RED-256,86,14
LG Headphone 34,LG Headphone 34 high-quality modern headphone with advanced features.,973.03,Headphones,SKU-0960,Red,512GB,0,SKU-0960-RED-512,32,9
Apple Headphone 29,Apple Headphone 29 high-quality modern headphone with advanced features.,1895.81,Headphones,SKU-0961,Blue,32GB,0,SKU-0961-BLU-32,82,14
Vivo Smartphone 11,Vivo Smartphone 11 high-quality modern smartphone with advanced features.,1003.65,Smartphones,SKU-0962,Gold,1TB,0,SKU-0962-GOL-1TB,17,18
Nikon Laptop 28,Nikon Laptop 28 high-quality modern laptop with advanced features.,754.39,Laptops,SKU-0963,Silver,512GB,10,SKU-0963-SIL-512,79,5
Asus Monitor 4,Asus Monitor 4 high-quality modern monitor with advanced features.,862.62,Monitors,SKU-0964,Gold,512GB,5,SKU-0964-GOL-512,32,7
Oppo Smartphone 2,Oppo Smartphone 2 high-quality modern smartphone with advanced features.,1470.31,Smartphones,SKU-0965,Blue,256GB,15,SKU-0965-BLU-256,59,11
Dell Smartphone 9,Dell Smartphone 9 high-quality modern smartphone with advanced features.,124.75,Smartphones,SKU-0966,Silver,128GB,15,SKU-0966-SIL-128,59,10
Vivo Monitor 41,Vivo Monitor 41 high-quality modern monitor with advanced features.,1732.17,Monitors,SKU-0967,Green,1TB,15,SKU-0967-GRE-1TB,73,8
Vivo Monitor 41,Vivo Monitor 41 high-quality modern monitor with advanced features.,1973.57,Monitors,SKU-0968,White,512GB,0,SKU-0968-WHI-512,99,17
Vivo Gaming Console 10,Vivo Gaming Console 10 high-quality modern gaming console with advanced features.,595.21,Gaming Consoles,SKU-0969,Silver,128GB,25,SKU-0969-SIL-128,15,19
Xiaomi Smartwatche 34,Xiaomi Smartwatche 34 high-quality modern smartwatche with advanced features.,1661.75,Smartwatches,SKU-0970,Gold,64GB,10,SKU-0970-GOL-64,55,9
Apple Gaming Console 9,Apple Gaming Console 9 high-quality modern gaming console with advanced features.,204.67,Gaming Consoles,SKU-0971,Red,1TB,0,SKU-0971-RED-1TB,87,10
Apple Tablet 25,Apple Tablet 25 high-quality modern tablet with advanced features.,1203.68,Tablets,SKU-0972,Silver,256GB,5,SKU-0972-SIL-256,67,13
Sony Laptop 19,Sony Laptop 19 high-quality modern laptop with advanced features.,316.91,Laptops,SKU-0973,Blue,64GB,10,SKU-0973-BLU-64,45,12
Apple Headphone 38,Apple Headphone 38 high-quality modern headphone with advanced features.,1675.99,Headphones,SKU-0974,Black,128GB,25,SKU-0974-BLA-128,95,13
Vivo Camera 34,Vivo Camera 34 high-quality modern camera with advanced features.,652.2,Cameras,SKU-0975,Red,64GB,5,SKU-0975-RED-64,55,8
Dell Monitor 29,Dell Monitor 29 high-quality modern monitor with advanced features.,1953.11,Monitors,SKU-0976,Silver,64GB,20,SKU-0976-SIL-64,24,10
Canon Camera 49,Canon Camera 49 high-quality modern camera with advanced features.,116.55,Cameras,SKU-0977,Black,1TB,15,SKU-0977-BLA-1TB,94,8
LG Tablet 1,LG Tablet 1 high-quality modern tablet with advanced features.,884.33,Tablets,SKU-0978,Black,64GB,10,SKU-0978-BLA-64,19,7
Dell Headphone 21,Dell Headphone 21 high-quality modern headphone with advanced features.,784.66,Headphones,SKU-0979,Green,256GB,15,SKU-0979-GRE-256,9,16
Dell Headphone 32,Dell Headphone 32 high-quality modern headphone with advanced features.,205.56,Headphones,SKU-0980,Gold,32GB,25,SKU-0980-GOL-32,60,12
Asus Headphone 44,Asus Headphone 44 high-quality modern headphone with advanced features.,1264.96,Headphones,SKU-0981,Black,1TB,5,SKU-0981-BLA-1TB,62,19
Nikon Laptop 29,Nikon Laptop 29 high-quality modern laptop with advanced features.,1180.83,Laptops,SKU-0982,Gold,1TB,10,SKU-0982-GOL-1TB,78,12
Nikon Headphone 32,Nikon Headphone 32 high-quality modern headphone with advanced features.,101.33,Headphones,SKU-0983,Red,1TB,5,SKU-0983-RED-1TB,100,11
LG Networking Device 20,LG Networking Device 20 high-quality modern networking device with advanced features.,319.9,Networking Devices,SKU-0984,Blue,1TB,10,SKU-0984-BLU-1TB,38,20
Xiaomi Networking Device 8,Xiaomi Networking Device 8 high-quality modern networking device with advanced features.,895.95,Networking Devices,SKU-0985,Black,256GB,0,SKU-0985-BLA-256,25,19
Dell Laptop 38,Dell Laptop 38 high-quality modern laptop with advanced features.,818.48,Laptops,SKU-0986,Blue,32GB,10,SKU-0986-BLU-32,99,5
Samsung Smartwatche 40,Samsung Smartwatche 40 high-quality modern smartwatche with advanced features.,431.41,Smartwatches,SKU-0987,White,1TB,10,SKU-0987-WHI-1TB,87,17
Sony Networking Device 18,Sony Networking Device 18 high-quality modern networking device with advanced features.,915.71,Networking Devices,SKU-0988,Silver,256GB,20,SKU-0988-SIL-256,84,7
Asus Home Appliance 18,Asus Home Appliance 18 high-quality modern home appliance with advanced features.,355.56,Home Appliances,SKU-0989,Red,256GB,0,SKU-0989-RED-256,48,20
Lenovo Monitor 50,Lenovo Monitor 50 high-quality modern monitor with advanced features.,1665.01,Monitors,SKU-0990,Green,512GB,15,SKU-0990-GRE-512,49,14
LG Monitor 48,LG Monitor 48 high-quality modern monitor with advanced features.,305.16,Monitors,SKU-0991,Red,64GB,5,SKU-0991-RED-64,91,6
LG Smartphone 18,LG Smartphone 18 high-quality modern smartphone with advanced features.,1591.29,Smartphones,SKU-0992,Blue,32GB,5,SKU-0992-BLU-32,21,12
HP Laptop 6,HP Laptop 6 high-quality modern laptop with advanced features.,624.63,Laptops,SKU-0993,Blue,1TB,0,SKU-0993-BLU-1TB,71,13
Vivo Home Appliance 1,Vivo Home Appliance 1 high-quality modern home appliance with advanced features.,1912.46,Home Appliances,SKU-0994,Black,256GB,20,SKU-0994-BLA-256,84,8
Vivo Camera 23,Vivo Camera 23 high-quality modern camera with advanced features.,1866.36,Cameras,SKU-0995,Black,256GB,20,SKU-0995-BLA-256,91,16
Sony Monitor 12,Sony Monitor 12 high-quality modern monitor with advanced features.,1832.32,Monitors,SKU-0996,Gold,1TB,10,SKU-0996-GOL-1TB,24,11
Vivo Tablet 48,Vivo Tablet 48 high-quality modern tablet with advanced features.,853.1,Tablets,SKU-0997,Red,512GB,10,SKU-0997-RED-512,86,8
Asus Smartphone 40,Asus Smartphone 40 high-quality modern smartphone with advanced features.,333.64,Smartphones,SKU-0998,Red,128GB,20,SKU-0998-RED-128,60,13
Samsung Smartwatche 39,Samsung Smartwatche 39 high-quality modern smartwatche with advanced features.,810.46,Smartwatches,SKU-0999,Silver,1TB,20,SKU-0999-SIL-1TB,40,9
Asus Gaming Console 30,Asus Gaming Console 30 high-quality modern gaming console with advanced features.,1159.11,Gaming Consoles,SKU-1000,Blue,64GB,15,SKU-1000-BLU-64,92,9
